type,category,sku,name_en,name_cn,price,price_status,pricing_tier,pricing_label,price_suggestion_cn
配件 Part,Squeegee / 吸水胶条,101705320686,Comac Innova 60 Spare Part Squeegee for Floor Scrubber,Comac Innova 60 配件 吸水胶条 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Bumper / 保险杠,104386244989,Factory Directly Sale T3 Tennant 9011849 Bumper Head Bristle Skirt Retaining Strap Bristle Skirt Head Bumper,工厂直销ly Sale T3 Tennant 9011849 保险杠 Head Bristle Skirt Retaining Strap Bristle Skirt Head 保险杠,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Disc Brush / 盘刷,101693621322,Hako B75R Cleaning Machine Part  13inch  Floor Scrubber Disc Brush,Hako B75R 清洁机 Part  13inch  洗地机 盘刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Brush / 刷类,101650654640,Hako B115R Floor Scrubber Spare Part-18 Inch Scrubber  Brush,Hako B115R 洗地机 配件-18 Inch Scrubber  刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Hose / 水管,104371686419,"Suction Hose - Tennant T3, T5, and T7 - 1014026 Fits Floor Scrubber Machine","Suction 管 - Tennant T3, T5, and T7 - 1014026 Fits 洗地机 Machine",,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,104371666361,Squeegee Rubber Kits for Floor Scrubber Machine,吸水胶条 Rubber 套件s for 洗地机 Machine,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,104365207500,KARCHE KIT SQUEEGE SUCTION RUBBER STANDARD BD50/40 RS (1010 MM),KARCHE 套件 SQUEEGE SUCTION RUBBER STANDARD BD50/40 RS (1010 MM),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Squeegee / 吸水胶条,101711325869,Comac Innova 75 Spare Part Squeegee for Floor Scrubber,Comac Innova 75 配件 吸水胶条 for 洗地机,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Electrical / 电气件,104360096788,Long Service Life Relay Switch for Floor Scrubber Machine,Long Service Life 继电器 开关 for 洗地机 Machine,,缺价,L2-Quote,中高价·询价,中高价工业配件（询价）
配件 Part,Brush / 刷类,101650838979,Hako B45 Floor Scrubber Spare Part-20 Inch Scrubber Brush,Hako B45 洗地机 配件-20 Inch Scrubber 刷,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Center Lock CZ-L1,中心锁扣 CZ-L1,6,已有价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Center Lock CZ-L2,中心锁扣 CZ-L2,4,已有价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Center Lock CZ-L3,中心锁扣 CZ-L3,4,已有价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Center Lock CZ-L7,中心锁扣 CZ-L7,6,已有价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Center Lock CZ-L8,中心锁扣 CZ-L8,6,已有价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Center Lock CZ-L9,中心锁扣 CZ-L9,6,已有价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Center Lock CZ-L4/CZ-L5/CZ-L6,中心锁扣 CZ-L4/CZ-L5/CZ-L6,,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Snap Fit Floor Scrubber Flange (CZ-F1-1),Snap Fit 洗地机 法兰 (CZ-F1-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Positive Reverse Thread Floor Scrubber Flange (CZ-F1-2),Positive Reverse Thread 洗地机 法兰 (CZ-F1-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Small Snap Fit Floor Scrubber Flange (CZ-F2-1),Small Snap Fit 洗地机 法兰 (CZ-F2-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Small Dual Thread Floor Scrubber Flange (CZ-F2-2),Small Dual Thread 洗地机 法兰 (CZ-F2-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Hako Chrysanthemum Snap Floor Scrubber Flange (CZ-F3-1),Hako Chrysanthemum Snap 洗地机 法兰 (CZ-F3-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Hako Dual Thread Floor Scrubber Flange (CZ-F3-2),Hako Dual Thread 洗地机 法兰 (CZ-F3-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Nilfisk Compatible Floor Scrubber Flange (CZ-F4),Nilfisk Compatible 洗地机 法兰 (CZ-F4),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Taski 4000 Compatible Floor Scrubber Flange (CZ-F5-1),Taski 4000 Compatible 洗地机 法兰 (CZ-F5-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Taski Compatible Floor Scrubber Flange (CZ-F5-2),Taski Compatible 洗地机 法兰 (CZ-F5-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,175 Snap Lock Floor Scrubber Flange (CZ-F6-1),175 Snap Lock 洗地机 法兰 (CZ-F6-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,175 Dual Thread Floor Scrubber Flange (CZ-F6-2),175 Dual Thread 洗地机 法兰 (CZ-F6-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,175 Thick Snap Lock Floor Scrubber Flange (CZ-F6-3),175 Thick Snap Lock 洗地机 法兰 (CZ-F6-3),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,175 Thick Dual Thread Floor Scrubber Flange (CZ-F6-4),175 Thick Dual Thread 洗地机 法兰 (CZ-F6-4),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,WZ-01 Snap Lock Floor Scrubber Flange (CZ-F7-1),WZ-01 Snap Lock 洗地机 法兰 (CZ-F7-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,WZ-01 Dual Thread Floor Scrubber Flange (CZ-F7-2),WZ-01 Dual Thread 洗地机 法兰 (CZ-F7-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,CLB-01 Left-Rotate Floor Scrubber Flange (CZ-F9),CLB-01 Left-Rotate 洗地机 法兰 (CZ-F9),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,148 Dual Thread Floor Scrubber Flange (CZ-F10-2),148 Dual Thread 洗地机 法兰 (CZ-F10-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,CZ-148 Snap Lock Floor Scrubber Flange (CZ-F10-1),CZ-148 Snap Lock 洗地机 法兰 (CZ-F10-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Ghibli Triangular Floor Scrubber Flange (CZ-F11-1),Ghibli Triangular 洗地机 法兰 (CZ-F11-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,Ghibli Triangular Dual Thread Floor Scrubber Flange (CZ-F11-2),Ghibli Triangular Dual Thread 洗地机 法兰 (CZ-F11-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,HK-b45 Floor Scrubber Flange (CZ-F12-1),HK-b45 洗地机 法兰 (CZ-F12-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,HK-b45 Left-Rotate Floor Scrubber Flange (CZ-F14-1),HK-b45 Left-Rotate 洗地机 法兰 (CZ-F14-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,HK-b45 Right-Rotate Floor Scrubber Flange (CZ-F14-2),HK-b45 Right-Rotate 洗地机 法兰 (CZ-F14-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,CT 8-Tooth Snap Lock Floor Scrubber Flange (CZ-F13-1),CT 8-Tooth Snap Lock 洗地机 法兰 (CZ-F13-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,CT 8-Tooth Dual Thread Floor Scrubber Flange (CZ-F13-2),CT 8-Tooth Dual Thread 洗地机 法兰 (CZ-F13-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,CT 10-Tooth Snap Lock Floor Scrubber Flange (CZ-F15-1),CT 10-Tooth Snap Lock 洗地机 法兰 (CZ-F15-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,CT 10-Tooth Dual Thread Floor Scrubber Flange (CZ-F15-2),CT 10-Tooth Dual Thread 洗地机 法兰 (CZ-F15-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,CT 32-Tooth Snap Lock Floor Scrubber Flange (CZ-F17-1),CT 32-Tooth Snap Lock 洗地机 法兰 (CZ-F17-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,CT 32-Tooth Dual Thread Floor Scrubber Flange (CZ-F17-2),CT 32-Tooth Dual Thread 洗地机 法兰 (CZ-F17-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,PSD Snap Lock Floor Scrubber Flange (CZ-F19-1),PSD Snap Lock 洗地机 法兰 (CZ-F19-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,NF-02 Dual Thread Floor Scrubber Flange (CZ-F20-2),NF-02 Dual Thread 洗地机 法兰 (CZ-F20-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,PSD Dual Thread Floor Scrubber Flange (CZ-F19-2),PSD Dual Thread 洗地机 法兰 (CZ-F19-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,NF-02 Snap Lock Floor Scrubber Flange (CZ-F20-1),NF-02 Snap Lock 洗地机 法兰 (CZ-F20-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,174-03 Snap Lock Floor Scrubber Flange (CZ-F21-1),174-03 Snap Lock 洗地机 法兰 (CZ-F21-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,174 Large Dual Thread Floor Scrubber Flange (CZ-F21-2),174 Large Dual Thread 洗地机 法兰 (CZ-F21-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,XSJ Snap Lock Floor Scrubber Flange (CZ-F22-1),XSJ Snap Lock 洗地机 法兰 (CZ-F22-1),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,XSJ Dual Thread Floor Scrubber Flange (CZ-F22-2),XSJ Dual Thread 洗地机 法兰 (CZ-F22-2),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
配件 Part,Lock & Flange / 锁扣·法兰,,GS50 Floor Scrubber Flange (CZ-F23),GS50 洗地机 法兰 (CZ-F23),,缺价,L1-Priced,标准耗材·公开价,标准低价耗材（公开价格）
